Количество комнат,Площадь (м²),Адрес,Цена ($),Цена (сом)
6,112.0,"Бишкек, Дордой ж/м, 14, 520",200000,17356000
7,254.0,"Бишкек, Тоголок-Молдо - БЧК",260000,22562800
7,240.0,"Бишкек, с. Новопавловка, Жетиген, 34",210000,18223800
7,350.0,"Узген, Манаса, 207",200000,17356000
7,180.0,"Бишкек, ж/м Биримдик Кут, 15",120000,10413600
7,250.0,"Бишкек, Кара Дарыя, Шукурова",465000,40352700
7,98.0,Ош,16133,1400000
7,250.0,"Бишкек, с. Новопавловка, Пригородная, 27",320000,27769600
5,153.0,с. Чок-Тал,214200,18588276
7,530.0,"Бишкек, Ала-Арча ж/м, Балык Кумар",650000,56407000
7,215.0,"Бишкек, Кок-Жар ж/м, Молдокулова",280000,24298400
6,200.0,"Бишкек, с. Кок-Джар, Достук",265000,22996700
3,45.0,"Бишкек, с. Аламудун, Иваницина",63000,5467140
5,120.0,"Бишкек, Тенир-Тоо м-н, Эркеев Марс",229000,19872620
5,75.0,"Бишкек, Токольдош ж/м, Октябрьская",90000,7810200
6,291.8,"Бишкек, Джал-30 м-н, Таланта Сагындыкова",370000,32108600
7,290.0,"Бишкек, Арча-Бешик ж/м, Садыбакасова",188000,16314640
3,119.7,"с. Арашан, Кошокбека",155000,13450900
6,150.0,"Бишкек, Арча-Бешик ж/м, Баба-Ата",345000,29939100
7,80.0,"Бишкек, 110 квартал ж/м",85000,7376300
7,288.0,"Бишкек, Карла Маркса",330000,28637400
7,600.0,"Бишкек, Арча-Бешик ж/м",270000,23430600
7,440.0,"Бишкек, Ак-Орго ж/м",200000,17356000
7,180.0,"Бишкек, Арча-Бешик ж/м, абдрахманова-2",185000,16054300
6,87.0,с. Байтик,82500,7159350
7,230.0,"Бишкек, Ала-Тоо м-н, Сары Учкун",170000,14752600
6,105.0,"Бишкек, Учкун ж/м",129500,11238010
6,120.0,"Бишкек, Арча-Бешик ж/м",175000,15186500
7,220.0,"Бишкек, Ак-Ордо 3 ж/м",93000,8070540
3,103.0,"Бишкек, с. Аламудун",120000,10413600
6,85.1,"Бишкек, Ынтымак ж/м, Чон-Арык",350000,30373000
2,79.94,"с. Люксембург, Советская",54000,4686120
7,300.0,"Бишкек, Алтын-Ордо ж/м",420000,36447600
3,90.0,"Бишкек, Кок-Жар ж/м, Арстанбап",156000,13537680
1,162.0,"Бишкек, Ала-Арча ж/м, Коттеджный городок Ордо",650000,56407000
3,50.0,"Бишкек, с. Нижняя Ала-Арча, Киргизская",105000,9111900
7,368.2,"Бишкек, Политех, Кудайбергенова",680000,59010400
7,181.76,"Бишкек, с. Кок-Джар, Сайры Киизбаева",205000,17789900
6,170.0,"Бишкек, Оскон-Ордо ж/м, Салкын-Тор 7-я",140000,12149200
6,220.0,"Бишкек, Арча-Бешик ж/м",330000,28637400
7,220.0,"Бишкек, Арча-Бешик ж/м",280000,24298400
7,180.0,"Бишкек, Ала-Тоо м-н",110000,9545800
7,200.0,"Бишкек, Киргизия 1 ж/м",385000,33410300
7,500.0,"Бишкек, Арча-Бешик ж/м",850000,73763000
7,280.0,"Бишкек, Арча-Бешик ж/м",650000,56407000
5,70.0,"Бишкек, Боталиева - Тулебердиева, ужгородский переулок, 65",53000,4599340
5,70.0,"Бишкек, Боталиева - Тулебердиева, Ужгородский переулок, 65",53000,4599340
7,220.0,"Бишкек, Алтын-Ордо ж/м",250000,21695000
7,264.0,"Бишкек, Рабочий Городок",235000,20393300
7,210.0,"Бишкек, Кок-Жар ж/м, Кольбаев",460000,39918800
5,74.0,"Бишкек, Пишпек ж/м, Тойгонбаева, 45",105000,9111900
5,153.0,"Бишкек, Кара Дарыя, Белорусская",230000,19959400
6,80.0,"Бишкек, Карла Маркса, Белорусская",220000,19091600
7,160.0,"Токмок, Громова",119000,10326820
6,175.0,"Бишкек, Арча-Бешик ж/м, кызыл суу 31",233000,20219740
6,250.0,"Бишкек, с. Кок-Джар, Нурманбетова",275000,23864500
6,200.0,"Бишкек, КНУ",355000,30806900
5,100.0,"Бишкек, с. Чон-Арык, Северная",360000,31240800
7,167.0,"Бишкек, Ак-Ордо ж/м, КУТ",175000,15186500
2,72.0,"Бишкек, с. Кок-Джар",125000,10847500
5,250.0,с. Байтик,230000,19959400
6,158.0,"Бишкек, Арча-Бешик ж/м",165000,14318700
7,255.0,"Бишкек, Арча-Бешик ж/м",307000,26641460
7,250.0,"Бишкек, с. Новопавловка",140000,12149200
7,208.0,"Бишкек, Оскон-Ордо ж/м",140000,12149200
5,108.0,"Бишкек, Орок ж/м, Кочкор-Ата",152000,13190560
5,190.0,"Бишкек, Учкун м-н",167000,14492260
5,180.0,"Бишкек, с. Кок-Джар, Алапаева",161000,13971580
7,150.0,"Бишкек, Ак-Орго ж/м, Лущихина Камбаркан",170000,14752600
5,50.0,"Бишкек, с. Нижняя Ала-Арча",57000,4946460
7,500.0,"Бишкек, Арча-Бешик ж/м",890000,77234200
5,80.0,"Бишкек, Юг-2 м-н, Эгембердиева",210000,18223800
7,280.0,"Бишкек, с. Кок-Джар, Кумушалиевой, 16",199920,17349058
6,100.0,"Бишкек, Арча-Бешик ж/м, 1",260000,22562800
6,100.0,"с. Военно-Антоновка, 1 мая",79000,6855620
5,100.0,"с. Военно-Антоновка, Южная",95000,8244100
7,160.0,"Бишкек, Советская - БЧК, Советская",70000,6074600
2,40.0,"Бишкек, Ала-Тоо 3 ж-м, 16",60000,5206800
3,43.0,"Бишкек, Боталиева - Тулебердиева",44000,3818320
6,150.0,"Бишкек, с. Новопавловка, Ак-Шоола",150000,13017000
5,105.0,"Дк ""Кегети""",129000,11183010
5,200.0,"Бишкек, Айкол",280000,24298400
3,70.0,"с. Арашан, 26",95000,8244100
6,85.0,"Бишкек, Бакай-Ата ж/м",73000,6334940
7,280.0,"Бишкек, ТЭЦ, Достоевского",310000,26901800
3,100.0,"Бишкек, Дордой ж/м, 14, 497",150000,13003500
7,190.0,"Бишкек, Арча-Бешик ж/м",235000,20393300
6,75.0,"Бишкек, с. Аламудун",105000,9111900
6,500.0,"Бишкек, Кок-Жар ж/м, Молдокулова, 12",175000,15186500
5,115.0,"Бишкек, Колмо ж/м, Махатма Ганди, 400",200000,17356000
7,180.0,"Бишкек, Горького - Панфилова, Панфилова",280000,24298400
7,138.0,"Бишкек, Кожзавод",196700,17069626
5,130.0,"Бишкек, Арча-Бешик ж/м, кара кужур",176000,15273280
6,117.0,"Бишкек, Аламединский рынок, Курманжан Датка",105000,9111900
2,80.0,"Бишкек, Махатма Ганди - БЧК, Ул.Осипенко, 109",140999,12235893
3,78.0,с. Корумду (Иссык-Кульский р-н),142000,12322760
5,190.0,"Бишкек, Арча-Бешик ж/м",157000,13624460
7,282.0,"Бишкек, с. Аламудун, Гагарина",290000,25166200
6,120.0,"Бишкек, Рухий Мурас ж/м",169000,14665820
7,300.0,"Бишкек, Кара Дарыя",390000,33844200
7,300.0,"Бишкек, Кок-Жар ж/м",400000,34712000
7,301.0,"Бишкек, Арча-Бешик ж/м",340000,29505200
6,120.0,"Бишкек, Арча-Бешик ж/м, абдрахманова",116000,10066480
5,140.0,"Бишкек, Ак-Ордо ж/м",145000,12583100
2,60.0,с. Байтик,130000,11281400
6,102.0,"Бишкек, 110 квартал ж/м",58500,5076630
6,250.0,"Бишкек, Рабочий Городок",275000,23864500
7,300.0,"Бишкек, Арча-Бешик ж/м",360000,31240800
7,310.0,"Бишкек, Арча-Бешик ж/м",395000,34278100
6,327.0,"Бишкек, Арча-Бешик ж/м, Арча-Бешик 23-я",550000,47729000
3,110.0,"Бишкек, с. Орто-Сай, Иманалиева",415000,36013700
3,30.0,"Бишкек, Восточный автовокзал, Куренкеева",99000,8591220
2,32.6,"Бишкек, Аламединский рынок, Славянская",80000,6942400
6,80.0,"Бишкек, Ден Сяопина - Фучика, Сергея Лазо",210000,18223800
3,89.8,"Бишкек, Джальская больница, Анарбека Бакаева",260000,22562800
3,90.0,"с. Беш-Кунгей, 20",122000,10587160
3,35.1,"Бишкек, Чуй - Алматинка, Ереванская",80000,6942400
7,365.0,"с. Беш-Кунгей, Жумадила Жапарова",254112,22051839
5,200.0,"Бишкек, Киргизия 1 ж/м",550000,47729000
5,60.0,"Бишкек, Западный автовокзал",170000,14752600
7,196.0,"Бишкек, Оскон-Ордо ж/м, 2 улица",170000,14752600
5,156.0,"Бишкек, Ак-Ордо 3 ж/м, Барпы Алыкулова",150000,13017000
5,86.0,Сокулук,60000,5206800
1,29.0,"Бишкек, Политех, Ахунбаева",55000,4772900
6,120.0,"Бишкек, Пишпек ж/м",130000,11281400
7,150.0,"Бишкек, Ак-Орго ж/м, Ашар",155000,13450900
6,275.0,"Бишкек, 4 м-н",275000,23864500
5,100.0,"Бишкек, с. Орто-Сай, Иманалиева, 102",210000,18223800
1,120.0,"Бишкек, Джальская больница, Ул. Ахунбаева, 178",432127,37500000
6,120.0,"Каракол, Кутманалиева, 60",120000,10413600
3,120.0,"с. Беш-Кунгей, ул.Масадыка, 67",370000,32108600
5,130.0,"Бишкек, с. Селекционное, Достук, 77",180000,15620400
5,45.0,с. Беш-Кунгей,225000,19525500
7,153.0,"Бишкек, с. Новопавловка, с. Ново-Павловка, ул. Молодёжная, 6",150000,13017000
5,100.0,село Ленинское,295000,25600100
5,70.0,"Бишкек, с. Новопавловка, крупская",95000,8244100
7,192.0,с. Массы,90000,7810200
3,42.0,"Бишкек, Красный Строитель ж/м, Наманганская, 4",51855,4500000
7,100.0,"Бишкек, с. Восток, Луговая, 13",74902,6500000
7,310.0,"Бишкек, Киргизия 1 ж/м",630000,54671400
7,300.0,"Бишкек, Ала-Арча 3",580000,50332400
6,65.0,"Бишкек, Ынтымак ж/м, ул. Сакалдуу, 43",350000,30373000
7,236.0,"Бишкек, Ден Сяопина - Фучика, Лесхозная",420000,36447600
7,336.0,"Бишкек, Рухий Мурас ж/м, Проектируемая",300000,26034000
5,85.0,"Бишкек, с. Чон-Арык, 31",220000,19091600
5,120.0,"Бишкек, Арча-Бешик ж/м",255000,22128900
7,310.0,с. Прохладное,169000,14665820
6,150.0,"Бишкек, Махатма Ганди - БЧК",185000,16054300
2,30.0,"Бишкек, БГУ",69000,5987820
5,70.0,"Бишкек, Кудайберген",90000,7810200
5,84.0,с. Сары-Ой,100800,8747424
6,88.0,с. Сары-Ой,156000,13537680
7,280.0,"Таш-Кумыр, Абдукеримова, 1/1",80000,6942400
7,230.0,с. Кызыл-Туу,250000,21695000
7,300.0,"Бишкек, Ак-Босого ж/м, чуй",126500,10977670
7,617.0,"Бишкек, Арча-Бешик ж/м, Садырбаева",1200000,104136000
5,183.0,"Бишкек, с. Аламудун, гэс 2",122000,10587160
7,241.0,"Бишкек, Арча-Бешик ж/м",285000,24732300
6,241.0,с. Ленинское,230000,19959400
5,100.0,"Бишкек, с. Маевка",52000,4512560
5,100.0,"Бишкек, Белгородская, 38",150000,13017000
5,75.0,"Бишкек, с. Мыкан",140000,12149200
6,160.0,с. Ленинское,185000,16054300
7,270.0,"с. Беш-Кунгей, Сагыналиева, 13/2",290000,25166200
5,117.0,"Бишкек, Джальская больница, Ахунбанва",421000,36534380
6,151.0,"Бишкек, Кара-Жыгач ж/м",310000,26901800
7,250.0,"Бишкек, ж/м Ала-Арча 2, Матисакова",199000,17269220
6,120.0,"Чолпон-Ата, Баласагына",128000,11107840
5,75.0,"с. Гавриловка, Пушкина",112000,9719360
6,120.0,"Бишкек, с. Верхний Орок, Богорная",115000,9979700
6,200.0,"Бишкек, Арча-Бешик ж/м",190000,16488200
6,230.0,"Бишкек, Ак-Ордо ж/м, Жолон",115000,9979700
3,80.0,"с. Сары-Ой, Радуга, 25.1",185000,16054300
6,275.0,"Бишкек, 4 м-н, Каралаева",300000,26034000
7,300.0,с. Орто-Кайырма,149804,13000000
5,160.0,"с. Таш-Добо, Кыдыралиева, 55",135000,11715300
7,395.0,"Бишкек, Киргизия 1 ж/м, Таалай",550000,47729000
7,240.0,"Бишкек, Карла Маркса",440000,38183200
3,50.0,"с. Кара-Ой, Каусар пансионат",56000,4859680
5,130.0,"Бишкек, Жибек-Жолу - Лермонтова",155000,13450900
3,90.0,"с. Таш-Добо, Абыкан-Ата",130000,11281400
7,300.0,"Бишкек, Арча-Бешик ж/м, 11-я",315000,27335700
3,90.0,"с. Кызыл-Туу, Конок",70000,6074600
5,80.0,"Бишкек, Кожзавод",72000,6248160
7,550.0,"Турция, Анталия. Дёшемеалты, м-р Ешилбаир",1150000,99693500
3,64.0,"Бишкек, с. Сарбан, Земледелец, 41",30000,2603400
7,400.0,"Джалал-Абад, шопоково, 51",150000,13017000
6,150.0,"Бишкек, Кок-Жар ж/м, Ахунбаева",185000,16054300
5,86.0,с. Сары-Ой,88000,7636640
3,44.0,"Бишкек, Керамическая ж/м, kara jorgo",80000,6942400
3,81.0,"с. Сары-Ой, Карвен 4 сезона",250000,21695000
7,160.0,"Бишкек, Ак-Ордо ж/м, Лущихина",160000,13884800
7,340.0,"с. Ленинское, центр, 37/1",180000,15620400
7,330.0,"с. Беш-Кунгей, проектируемая, 4",265000,22996700
6,120.0,"Бишкек, Ала-Тоо м-н",105000,9111900
3,70.0,"Бишкек, Арча-Бешик ж/м",95000,8244100
7,265.0,"Бишкек, Рабочий Городок, 68",250000,21695000
6,180.0,с. Байтик,225000,19525500
7,950.0,"Бишкек, Лебединовка, Ленина, 235,237",950000,82441000
7,200.0,с. Тамга,110000,9545800
5,175.0,"Бишкек, 6 м-н",360000,31240800
3,500.0,"Бишкек, Келечек ж/м, 2, 9",130000,11281400
5,150.0,с. Заречное,130000,11281400
7,420.0,"Бишкек, с. Кок-Джар, Кок-жар",490000,42522200
3,43.0,"Бишкек, с. Достук",39000,3384420
6,90.0,"Бишкек, Арча-Бешик ж/м",99000,8591220
5,80.0,"Бишкек, Кызыл-Аскер ж/м",105000,9111900
7,208.0,"Бишкек, Оскон-Ордо ж/м",135000,11715300
7,200.0,"Бишкек, Анар-Бак ж/м",165000,14318700
7,110.0,"Бишкек, с. Маевка, Новая, 67",80664,7000000
2,40.0,"Бишкек, с. Верхний Орок, куланбаев кожон",41000,3557980
2,36.0,с. Кош-Коль,55000,4772900
7,230.0,с. Беш-Кунгей,126500,10977670
6,119.0,"Бишкек, Салам-Алик ж/м, Жерге тал",157000,13624460
7,260.0,"Бишкек, Кок-Жар ж/м, Ж/м Кок-жар ул.Арстанбап",215000,18657700
5,120.0,"Бишкек, Кок-Жар ж/м, Керемет, 106",190000,16488200
3,100.0,"Бишкек, Ак-Ордо ж/м",98000,8504440
5,88.0,"с. Сары-Ой, 3",150000,13017000
6,111.0,"Джалал-Абад, 182",69140,6000000
7,280.0,"Бишкек, Ак-Босого ж/м",78500,6812230
6,150.0,"Бишкек, Душанбинка, худайбергенова",400000,34676000
6,140.0,"Бишкек, с. Кок-Джар, Матыева., 11",280000,24298400
7,120.0,с. Таш-Мойнок,120000,10413600
7,150.0,"Бишкек, Рабочий Городок",235000,20393300
5,102.0,Чолпон-Ата,163200,14162496
7,180.0,"Бишкек, Ак-Ордо ж/м",118000,10240040
5,50.0,"Каракол, Масалиева, 347",150000,13017000
7,300.0,"Бишкек, Горького - Панфилова, Оренбургский, 10",220000,19091600
3,70.0,"Бишкек, Арча-Бешик ж/м, Кара коо, 172",175000,15186500
7,310.0,"Бишкек, Манаса-Кудрука, Кудрука, 31",550000,47729000
6,180.0,"Бишкек, Рухий Мурас ж/м",85000,7376300
3,66.0,с. Военно-Антоновка,60000,5206800
7,120.0,"Бишкек, Ала-Тоо м-н, Улук-Тоо, 137",120000,10402800
5,65.6,"Бишкек, Старый толчок, Саадаева",68000,5901040
7,220.0,"Бишкек, Киргизия-2 м-н",270000,23430600
3,120.0,с. Кара-Ой,240000,20827200
3,130.0,"Бишкек, Арча-Бешик ж/м, ойсул ата",148000,12843440
5,102.0,"Бишкек, Арча-Бешик ж/м, Абдрахманова 1",157000,13624460
5,200.0,"Бишкек, Арча-Бешик ж/м",350000,30373000
6,170.0,"Бишкек, Арча-Бешик ж/м, Кызыл-Адыр",185000,16054300
6,331.0,"с. Таш-Добо, Кооперативная",350000,30373000
6,125.0,"с. Бает, ул Акмарал 1/1",265000,22996700
5,126.0,с. Байтик,150000,13017000
3,42.8,"Бишкек, с. Аламудун, Панфилова",110000,9545800
3,65.0,"Бишкек, Ак-Босого ж/м, чуй 46, 2",68000,5901040
5,89.0,"Бишкек, Матросова, Исы Ахунбаева",420000,36447600
5,100.0,"Бишкек, Джальская больница, Николая Островского",250000,21695000
3,85.0,"Бишкек, Горького - Панфилова, Фатьянова",400000,34712000
5,70.0,"Бишкек, с. Аламудун, Николая Гоголя",110000,9545800
3,48.33,"с. Кировское (Ысык-Атинский р-н), Мичурина",75000,6508500
6,256.0,"Бишкек, Магистраль",310000,26901800
5,60.0,"Бишкек, с. Аламудун",120000,10413600
5,65.0,"Кант, Пушкина, 150",57000,4946460
5,70.0,"Бишкек, Киргизия 1 ж/м",400000,34712000
7,112.0,"Бишкек, Ден Сяопина - Фучика, Брянская",145000,12583100
6,96.1,"Бишкек, Кызыл-Аскер ж/м, Орозова",99000,8591220
2,25.1,"Бишкек, Кызыл-Аскер ж/м, Казакова, 34",47000,4078660
6,350.0,"Бишкек, Достук м-н, Фучика",90000,7810200
7,350.0,"Бишкек, Ынтымак ж/м, Киргизия первая линия",610000,52935800
3,50.0,"Бишкек, Рабочий Городок",48500,4208830
6,180.0,"Бишкек, Кайынды ж/м",90000,7810200
3,100.0,с. Арашан,120000,10413600
7,200.0,"Бишкек, Ак-Ордо ж/м, Азия",130000,11281400
3,130.0,с. Кара-Ой,260000,22562800
5,75.0,"с. Кашка-Суу, Достук",86000,7463080
3,173.0,"Бишкек, Айкол",260000,22562800
6,240.0,"Бишкек, Советская - Скрябина, Уфимский пер.",320000,27769600
3,68.0,"Бишкек, Алматинка - Магистраль, Майрам",138000,11975640
6,180.0,"Бишкек, Ак-Тилек ж/м, Мажурум-Тал",135000,11715300
7,175.8,"Бишкек, Карагачевая роща, Ангарский пер.",240000,20827200
7,246.0,"Бишкек, Баха, Булана Насирова",300000,26034000
6,250.0,"с. Беш-Кунгей, Проектируемая",245000,21261100
5,110.0,"с. Байтик, пер Исмаилова",168000,14579040
7,500.0,Токмок,700000,60746000
6,225.0,"Бишкек, Мед. академия, Тыныстанова",300000,26034000
6,120.0,"Бишкек, Карла Маркса, Уссурийский пер.",210000,18223800
7,342.0,"Бишкек, Киргизия 1 ж/м, Чон-Арык",450000,39051000
2,80.0,"Бишкек, с. Селекционное",100000,8678000
6,190.0,"Бишкек, ж/м Биримдик Кут",120000,10413600
7,300.0,"Бишкек, Арча-Бешик ж/м",340000,29505200
5,70.0,"Бишкек, Рабочий Городок, красная",165000,14318700
2,120.0,"Бишкек, Тынчтык м-н, Бакай",120000,10413600
3,100.0,"Бишкек, Ынтымак ж/м, 60",295000,25600100
7,130.0,"с. Новопокровка, Пушкина",180000,15620400
5,500.0,"Бишкек, Джальская больница, Бакаева, 117",890000,77234200
6,140.0,"Бишкек, Арча-Бешик ж/м",145000,12583100
6,163.0,"Бишкек, с. Чон-Арык, Кожобергенова, 195",555000,48162900
7,430.0,с. Байтик,500000,43390000
6,252.0,"Бишкек, Махатма Ганди - БЧК",190000,16488200
5,85.0,"Бишкек, Ала-Тоо м-н, Ала Тоо 1 ж/м",76000,6595280
7,258.0,"Бишкек, 10 м-н, Джантошева",205000,17789900
5,80.0,"Бишкек, Матросова, Сонкульский переулок",208000,18050240
5,150.0,"Бишкек, Арча-Бешик ж/м, Куюкова",128000,11107840
6,270.0,"Бишкек, Киргизия 1 ж/м",550000,47729000
5,60.0,"Бишкек, с. Нижняя Ала-Арча",67000,5814260
6,80.0,"Бишкек, Гагарина, Тойгонбаева",127000,11021060
3,32.0,"Бишкек, Дордой ж/м",75000,6508500
7,106.0,"с. Кунтуу, Дача Кун-Туу",62000,5380360
7,330.0,"Бишкек, Киргизия 1 ж/м, самойленко",650000,56407000
3,72.4,"Бишкек, Токольдош ж/м",105000,9111900
7,240.0,"Бишкек, Кудайберген, власова, 42",215000,18657700
6,155.0,"Бишкек, ж/м Ала-Арча 2",280000,24298400
5,120.0,"Бишкек, Старый толчок, Чагай",137000,11888860
7,330.0,"Бишкек, с. Кок-Джар",265000,22996700
6,130.0,с. Новопокровка,180000,15620400
7,140.0,"Бишкек, Пишпек ж/м",110000,9545800
7,140.0,с. Новопокровка,140000,12149200
3,45.0,"Бишкек, с. Маевка, Скворцова",35000,3037300
5,80.0,"Бишкек, Аламединский рынок, Буденного",67000,5814260
5,80.0,"Бишкек, с. Пригородное, Нижняя",68000,5901040
3,80.0,"Бишкек, Т.Молдо",85000,7376300
2,50.0,"Бишкек, Ак-Ордо ж/м, Гагарина",105000,9111900
3,80.0,"с. Таш-Добо, с. Таш-Добо",130000,11281400
6,84.0,"Бишкек, Карагачевая роща",85000,7376300
3,48.0,"Бишкек, Салам-Алик ж/м, 8",92000,7983760
5,132.3,"Бишкек, Ак-Босого ж/м, Чуй 56-я",170000,14752600
7,300.0,"Бишкек, Арча-Бешик ж/м, Жазыйра",360000,31240800
6,200.0,"Бишкек, Учкун-2 ж/м, Ынтымак",160000,13884800
7,61.1,"Бишкек, Аламединский рынок, Печерский пер.",185000,16054300
3,66.0,"Бишкек, Чуй - Алматинка, Абдумомунова",75000,6508500
6,95.5,"Бишкек, Рабочий Городок, Барнаульский пер.",135000,11715300
6,230.0,"Бишкек, Ак-Орго ж/м, Хан Тенир",170000,14752600
6,120.0,"Бишкек, Матросова, Суванбердиева",395000,34278100
7,330.0,"Бишкек, Арча-Бешик ж/м, Тыналиева",625000,54237500
6,175.0,"Бишкек, Арча-Бешик ж/м",175000,15186500
5,100.0,"Бишкек, Кара Дарыя",230000,19959400
7,350.0,"Бишкек, Кара Дарыя, Сонкульский, 16",316000,27422480
6,101.6,"Бишкек, Нижний Токольдош",96000,8330880
6,237.0,"Бишкек, Ак-Орго ж/м, Саманчы жолу, 63",290000,25166200
2,50.0,"Бишкек, Рухий Мурас ж/м, Проектируемая, 408",96000,8330880
6,180.0,"Бишкек, Юг-2 м-н",328000,28463840
7,262.0,"Бишкек, Арча-Бешик ж/м",310000,26901800
7,300.0,"Бишкек, с. Кок-Джар, 146",300000,26034000
7,320.0,"Бишкек, Алтын-Ордо ж/м",230000,19959400
3,122.0,с. Байтик,140000,12149200
5,185.0,"Кант, Мира, 21",160000,13884800
6,200.0,"Бишкек, Келечек ж/м, 2, 43",125000,10847500
6,180.0,"Бишкек, Баха",169000,14665820
5,120.0,с. Сары-Ой,175000,15186500
7,250.0,"Бишкек, 69-га, Шарапов Эсенбек, 50",129000,11194620
3,80.0,"с. Военно-Антоновка, Ленина",59500,5163410
5,120.0,"Чолпон-Ата, ул. Чекирова Сокина 39, 39",55000,4772900
7,150.0,"Бишкек, Космос, ташиева, 65",290000,25166200
5,45.0,"Бишкек, Ипподром",125000,10847500
2,63.0,"Бишкек, Гагарина",149000,12930220
3,250.0,"Бишкек, Советская - Щербакова",84000,7289520
3,43.0,"Бишкек, Боталиева - Тулебердиева",40000,3471200
3,140.0,"Бишкек, ТЭЦ",198000,17182440
6,110.0,"Бишкек, с. Маевка, Молодёжная, 4",85000,7376300
6,140.0,"Бишкек, СК. Тоо-Жели",130000,11281400
3,100.0,"Бишкек, Ак-Жар ж/м, 25, 28",80000,6942400
3,60.0,"Бишкек, Ак-Орго ж/м, Сары-Жаз",67000,5814260
7,330.0,"Бишкек, Ынтымак ж/м, Азия, 25",615000,53369700
5,100.0,"с. Байтик, 9",135000,11715300
6,32.0,"Бишкек, Балбан-Таймаш ж/м",78500,6812230
7,220.0,"Бишкек, Элебесова - Фере (Турбаза)",190000,16488200
7,800.0,"с. Новопокровка, Кирова, 21",400000,34712000
3,70.0,"с. Таш-Мойнок, праектирумая 5ая улица129",87500,7593250
7,530.0,"Бишкек, с. Орто-Сай",880000,76366400
7,303.0,"Бишкек, Матросова",300000,26034000
6,170.0,"Бишкек, с. Селекционное, Кут",220000,19091600
7,230.0,"Бишкек, Кок-Жар ж/м",307500,26684850
6,363.0,с. Беш-Кунгей,235000,20393300
6,51.0,"Бишкек, Аламединский рынок, Рыбинский пер.",98000,8504440
7,285.5,"Бишкек, Рабочий Городок, Омский пер.",190000,16488200
3,45.0,"Бишкек, Кудайберген, Очаковская",57000,4946460
7,420.0,"Бишкек, Гоин, Мичурина",1500000,130170000
3,151.0,"Бишкек, СК. Тоо-Жели, Цветочная",230000,19959400
5,112.0,"с. Военно-Антоновка, Токтогула",92000,7983760
7,366.0,"с. Беш-Кунгей, Жумадила Жапарова",350000,30373000
3,80.0,"с. Беш-Кунгей, Тепловик",130000,11281400
7,166.54,"с. Ленинское, Солнечная",218000,18918040
5,170.0,"Бишкек, с. Маевка, Молодой Гвардии",200000,17356000
5,105.0,"Бишкек, с. Восток, 51",70000,6068300
6,150.0,"Бишкек, с. Новопавловка",99000,8591220
6,120.0,"Чолпон-Ата, Боконбаева",145000,12583100
3,75.0,"д/т Горное, 6, 156",23000,1995940
2,50.0,"Бишкек, Орозбекова - Жибек-Жолу, Жибек-жолу, 441",160000,13884800
6,250.0,с. Арашан,295000,25600100
7,280.0,"Бишкек, Кок-Жар ж/м, Кок Жайык, 42",240000,20827200
7,250.0,"Бишкек, Балбан-Таймаш ж/м, Балбан-Таймаш 3,3, 3",135000,11703150
5,100.0,с. Военно-Антоновка,105000,9111900
7,170.0,"Бишкек, Кайынды ж/м, кайыңды 2-5",83000,7202740
7,146.0,"Бишкек, Рабочий Городок",280000,24298400
3,100.0,"Бишкек, Ден Сяопина - Фучика, Республиканская",70000,6074600
2,32.0,"Бишкек, 110 квартал ж/м, Балбан Таймаш",85000,7376300
7,250.0,"Бишкек, Кок-Жар ж/м",189000,16401420
5,120.0,"Бишкек, Ак-Ордо ж/м, Ордо, 71",99000,8591220
7,180.0,"Бишкек, с. Новопавловка",75000,6508500
6,360.0,"Бишкек, Киргизия 1 ж/м, Мостовая, 66",850000,73763000
3,59.0,"Бишкек, Красный Строитель 2 ж/м, Набережная",58500,5076630
5,66.0,"Бишкек, с. Новопавловка",200000,17356000
6,124.0,с. Ананьево,42000,3644760
2,65.0,с. Байтик,150000,13017000
5,140.0,"Бишкек, Арча-Бешик ж/м",140000,12149200
3,117.0,"Бишкек, Учкун ж/м",135000,11715300
3,120.0,с. Кой-Таш,120000,10413600
7,168.0,"Бишкек, Арча-Бешик ж/м",125000,10847500
7,300.0,"Бишкек, Арча-Бешик ж/м",360000,31240800
7,214.0,"Бишкек, Ак-Орго ж/м",149000,12930220
5,140.0,"Бишкек, Ак-Ордо ж/м",145000,12583100
7,205.0,"Бишкек, Ак-Ордо ж/м, Байтумар",152000,13190560
6,130.0,"с. Бостери, Манаса, 89",129900,11272722
6,124.0,"Бишкек, Арча-Бешик ж/м, Ойсул-Ата",135000,11715300
6,330.0,"Бишкек, Горького - Панфилова, Ашхабадская",350000,30373000
7,284.1,"Бишкек, Пишпек ж/м, Крылова",365000,31674700
6,172.0,"Бишкек, с. Новопавловка, Эне Сай",100000,8678000
5,110.0,"Бишкек, Советская - Скрябина, Карасаева",270000,23430600
5,160.0,"Бишкек, Аламедин-1 м-н, Манаса с.Лебединовка",124000,10760720
7,252.5,"с. Беш-Кунгей, Токсумакова Карыпбая",350000,30373000
6,100.0,Бишкек,55000,4772900
6,103.4,"Бишкек, Колмо ж/м, Жаштык",70000,6074600
7,108.0,"Бишкек, Киргизия 1 ж/м, Гаражная",250000,21695000
7,300.0,с. Байтик,850000,73763000
7,80.0,"Бишкек, Кожзавод, Цветочная, 4",175000,15186500
6,180.0,"Бишкек, Арча-Бешик ж/м, Бердибаева",145000,12583100
